,date,season,year,month,hour,holiday,weekday,workingday,weather_cat,temp_feel,temp_actual,humidity,windspeed,rides,date_idx
71,2011-01-04,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.14,0.1515,0.63,0.1343,1,4.0
72,2011-01-04,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.14,0.1818,0.63,0.0896,2,4.0
73,2011-01-04,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.12,0.1515,0.68,0.1045,4,4.0
74,2011-01-04,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.12,0.1515,0.74,0.1045,36,4.0
75,2011-01-04,Winter,0,1,Wkdy 7,0,Tuesday,1,Pleasant,0.12,0.1515,0.74,0.1343,94,4.0
76,2011-01-04,Winter,0,1,Wkdy 8,0,Tuesday,1,Pleasant,0.14,0.1515,0.69,0.1642,179,4.0
77,2011-01-04,Winter,0,1,Wkdy 9,0,Tuesday,1,Pleasant,0.16,0.1515,0.64,0.2239,100,4.0
78,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.16,0.1364,0.69,0.3284,42,4.0
79,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.22,0.2121,0.51,0.2985,57,4.0
80,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.22,0.2273,0.51,0.1642,78,4.0
81,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.24,0.2273,0.56,0.194,97,4.0
82,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.26,0.2576,0.52,0.2239,63,4.0
83,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.28,0.2727,0.52,0.2537,65,4.0
84,2011-01-04,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Pleasant,0.3,0.2879,0.49,0.2537,83,4.0
85,2011-01-04,Winter,0,1,Wkdy 17-18,0,Tuesday,1,Pleasant,0.28,0.2727,0.48,0.2239,212,4.0
86,2011-01-04,Winter,0,1,Wkdy 17-18,0,Tuesday,1,Pleasant,0.26,0.2576,0.48,0.194,182,4.0
87,2011-01-04,Winter,0,1,Wkdy 19-20,0,Tuesday,1,Pleasant,0.24,0.2576,0.48,0.1045,112,4.0
88,2011-01-04,Winter,0,1,Wkdy 19-20,0,Tuesday,1,Pleasant,0.24,0.2576,0.48,0.1045,54,4.0
89,2011-01-04,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Pleasant,0.22,0.2727,0.64,0.0,48,4.0
90,2011-01-04,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Pleasant,0.22,0.2576,0.64,0.0896,35,4.0
91,2011-01-04,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Pleasant,0.2,0.2273,0.69,0.0896,11,4.0
92,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.2,0.2576,0.64,0.0,6,5.0
93,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.16,0.197,0.74,0.0896,6,5.0
94,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.16,0.197,0.74,0.0896,2,5.0
95,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.24,0.2273,0.48,0.2239,2,5.0
96,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.22,0.2273,0.47,0.1642,3,5.0
97,2011-01-05,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.2,0.197,0.47,0.2239,33,5.0
98,2011-01-05,Winter,0,1,Wkdy 7,0,Wednesday,1,Pleasant,0.18,0.1818,0.43,0.194,88,5.0
99,2011-01-05,Winter,0,1,Wkdy 8,0,Wednesday,1,Pleasant,0.2,0.1818,0.4,0.2985,195,5.0
100,2011-01-05,Winter,0,1,Wkdy 9,0,Wednesday,1,Pleasant,0.22,0.197,0.37,0.3284,115,5.0
101,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.22,0.197,0.37,0.3284,57,5.0
102,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.26,0.2273,0.33,0.3284,46,5.0
103,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.26,0.2273,0.33,0.3284,79,5.0
104,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.28,0.2576,0.3,0.2985,71,5.0
105,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.3,0.2879,0.28,0.194,62,5.0
106,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.3,0.2879,0.28,0.194,62,5.0
107,2011-01-05,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.3,0.3182,0.28,0.0896,89,5.0
108,2011-01-05,Winter,0,1,Wkdy 17-18,0,Wednesday,1,Pleasant,0.24,0.2273,0.38,0.194,190,5.0
109,2011-01-05,Winter,0,1,Wkdy 17-18,0,Wednesday,1,Pleasant,0.24,0.2424,0.38,0.1343,169,5.0
110,2011-01-05,Winter,0,1,Wkdy 19-20,0,Wednesday,1,Pleasant,0.24,0.2576,0.38,0.1045,132,5.0
111,2011-01-05,Winter,0,1,Wkdy 19-20,0,Wednesday,1,Pleasant,0.22,0.2273,0.47,0.1642,89,5.0
112,2011-01-05,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.2,0.197,0.51,0.194,43,5.0
113,2011-01-05,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.18,0.197,0.55,0.1343,42,5.0
114,2011-01-05,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.2,0.2576,0.47,0.0,19,5.0
115,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.18,0.2424,0.55,0.0,11,6.0
116,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.16,0.2273,0.64,0.0,4,6.0
117,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.16,0.2273,0.64,0.0,2,6.0
118,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Moderate,0.16,0.197,0.64,0.0896,1,6.0
119,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Moderate,0.14,0.1818,0.69,0.0896,4,6.0
120,2011-01-06,Winter,0,1,Wkdy 0-6,0,Thursday,1,Moderate,0.14,0.1667,0.63,0.1045,36,6.0
121,2011-01-06,Winter,0,1,Wkdy 7,0,Thursday,1,Moderate,0.16,0.2273,0.59,0.0,95,6.0
122,2011-01-06,Winter,0,1,Wkdy 8,0,Thursday,1,Pleasant,0.16,0.2273,0.59,0.0,219,6.0
123,2011-01-06,Winter,0,1,Wkdy 9,0,Thursday,1,Moderate,0.18,0.2424,0.51,0.0,122,6.0
124,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.2,0.2576,0.47,0.0,45,6.0
125,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.22,0.2576,0.44,0.0896,59,6.0
126,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.26,0.2879,0.35,0.0,84,6.0
127,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.26,0.2727,0.35,0.1045,67,6.0
128,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.28,0.2727,0.36,0.1642,70,6.0
129,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.28,0.2727,0.36,0.0,62,6.0
130,2011-01-06,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.26,0.2576,0.38,0.1642,86,6.0
131,2011-01-06,Winter,0,1,Wkdy 17-18,0,Thursday,1,Pleasant,0.22,0.2273,0.51,0.1642,172,6.0
132,2011-01-06,Winter,0,1,Wkdy 17-18,0,Thursday,1,Pleasant,0.22,0.2273,0.51,0.1343,163,6.0
133,2011-01-06,Winter,0,1,Wkdy 19-20,0,Thursday,1,Pleasant,0.22,0.2576,0.55,0.0896,112,6.0
134,2011-01-06,Winter,0,1,Wkdy 19-20,0,Thursday,1,Pleasant,0.2,0.2121,0.51,0.1642,69,6.0
135,2011-01-06,Winter,0,1,Wkdy 21-23,0,Thursday,1,Moderate,0.22,0.2121,0.55,0.2239,48,6.0
136,2011-01-06,Winter,0,1,Wkdy 21-23,0,Thursday,1,Moderate,0.22,0.2121,0.51,0.2836,52,6.0
137,2011-01-06,Winter,0,1,Wkdy 21-23,0,Thursday,1,Moderate,0.2,0.197,0.59,0.194,23,6.0
138,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Moderate,0.2,0.197,0.64,0.194,17,7.0
139,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Moderate,0.2,0.197,0.69,0.2239,7,7.0
140,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Moderate,0.2,0.197,0.69,0.2239,1,7.0
141,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Moderate,0.2,0.2121,0.69,0.1343,1,7.0
142,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Severe,0.22,0.2727,0.55,0.0,5,7.0
143,2011-01-07,Winter,0,1,Wkdy 0-6,0,Friday,1,Moderate,0.2,0.2576,0.69,0.0,34,7.0
144,2011-01-07,Winter,0,1,Wkdy 7,0,Friday,1,Pleasant,0.2,0.2121,0.69,0.1343,84,7.0
145,2011-01-07,Winter,0,1,Wkdy 8,0,Friday,1,Pleasant,0.2,0.197,0.51,0.2537,210,7.0
146,2011-01-07,Winter,0,1,Wkdy 9,0,Friday,1,Pleasant,0.2,0.1818,0.47,0.2985,134,7.0
147,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Pleasant,0.22,0.197,0.37,0.3284,63,7.0
148,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.197,0.4,0.2239,67,7.0
149,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.197,0.37,0.2537,59,7.0
150,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.1818,0.37,0.2836,73,7.0
151,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.197,0.4,0.2537,50,7.0
152,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.2121,0.37,0.1642,72,7.0
153,2011-01-07,Winter,0,1,Wkdy 10-16,0,Friday,1,Moderate,0.2,0.2121,0.37,0.1642,87,7.0
154,2011-01-07,Winter,0,1,Wkdy 17-18,0,Friday,1,Moderate,0.2,0.2576,0.37,0.0,187,7.0
155,2011-01-07,Winter,0,1,Wkdy 17-18,0,Friday,1,Pleasant,0.2,0.2273,0.4,0.0896,123,7.0
156,2011-01-07,Winter,0,1,Wkdy 19-20,0,Friday,1,Pleasant,0.16,0.197,0.55,0.0896,95,7.0
157,2011-01-07,Winter,0,1,Wkdy 19-20,0,Friday,1,Pleasant,0.18,0.2121,0.47,0.1045,51,7.0
158,2011-01-07,Winter,0,1,Wkdy 21-23,0,Friday,1,Pleasant,0.18,0.197,0.47,0.1343,39,7.0
159,2011-01-07,Winter,0,1,Wkdy 21-23,0,Friday,1,Moderate,0.18,0.197,0.43,0.1642,36,7.0
160,2011-01-07,Winter,0,1,Wkdy 21-23,0,Friday,1,Moderate,0.18,0.197,0.51,0.1642,15,7.0
209,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2836,5,10.0
210,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2836,1,10.0
211,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2239,3,10.0
212,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2239,1,10.0
213,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.1,0.1212,0.54,0.1343,3,10.0
214,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.1,0.1061,0.54,0.2537,3,10.0
215,2011-01-10,Winter,0,1,Wkdy 0-6,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2836,31,10.0
216,2011-01-10,Winter,0,1,Wkdy 7,0,Monday,1,Pleasant,0.12,0.1212,0.5,0.2239,77,10.0
217,2011-01-10,Winter,0,1,Wkdy 8,0,Monday,1,Moderate,0.12,0.1212,0.5,0.2836,188,10.0
218,2011-01-10,Winter,0,1,Wkdy 9,0,Monday,1,Moderate,0.14,0.1212,0.5,0.2537,94,10.0
219,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.14,0.1212,0.5,0.2985,31,10.0
220,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.16,0.1364,0.47,0.2836,30,10.0
221,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.2,0.1818,0.4,0.2836,52,10.0
222,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.2,0.1818,0.4,0.2836,54,10.0
223,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.2,0.197,0.4,0.2239,47,10.0
224,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Moderate,0.2,0.197,0.4,0.2239,45,10.0
225,2011-01-10,Winter,0,1,Wkdy 10-16,0,Monday,1,Pleasant,0.2,0.2121,0.4,0.1343,74,10.0
226,2011-01-10,Winter,0,1,Wkdy 17-18,0,Monday,1,Pleasant,0.2,0.2273,0.4,0.1045,178,10.0
227,2011-01-10,Winter,0,1,Wkdy 17-18,0,Monday,1,Pleasant,0.2,0.197,0.4,0.2239,155,10.0
228,2011-01-10,Winter,0,1,Wkdy 19-20,0,Monday,1,Pleasant,0.16,0.1667,0.47,0.1642,95,10.0
229,2011-01-10,Winter,0,1,Wkdy 19-20,0,Monday,1,Pleasant,0.16,0.1667,0.5,0.1642,74,10.0
230,2011-01-10,Winter,0,1,Wkdy 21-23,0,Monday,1,Pleasant,0.14,0.1364,0.59,0.194,38,10.0
231,2011-01-10,Winter,0,1,Wkdy 21-23,0,Monday,1,Pleasant,0.14,0.1515,0.59,0.1642,24,10.0
232,2011-01-10,Winter,0,1,Wkdy 21-23,0,Monday,1,Pleasant,0.14,0.1515,0.59,0.1642,18,10.0
233,2011-01-11,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.14,0.1667,0.59,0.1045,12,11.0
234,2011-01-11,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Pleasant,0.14,0.1515,0.59,0.1642,3,11.0
235,2011-01-11,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Moderate,0.16,0.1515,0.55,0.194,3,11.0
236,2011-01-11,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Moderate,0.16,0.1818,0.55,0.1343,6,11.0
237,2011-01-11,Winter,0,1,Wkdy 0-6,0,Tuesday,1,Moderate,0.16,0.1818,0.55,0.1343,27,11.0
238,2011-01-11,Winter,0,1,Wkdy 7,0,Tuesday,1,Moderate,0.16,0.2273,0.55,0.0,99,11.0
239,2011-01-11,Winter,0,1,Wkdy 8,0,Tuesday,1,Moderate,0.18,0.2121,0.51,0.0896,217,11.0
240,2011-01-11,Winter,0,1,Wkdy 9,0,Tuesday,1,Moderate,0.18,0.197,0.51,0.1642,130,11.0
241,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.2,0.2121,0.51,0.1642,54,11.0
242,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.2,0.2121,0.47,0.1343,35,11.0
243,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.2,0.2273,0.51,0.1045,57,11.0
244,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.2,0.2273,0.59,0.0896,52,11.0
245,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.2,0.2273,0.59,0.0896,63,11.0
246,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.16,0.197,0.8,0.0896,47,11.0
247,2011-01-11,Winter,0,1,Wkdy 10-16,0,Tuesday,1,Moderate,0.16,0.1515,0.86,0.2239,76,11.0
248,2011-01-11,Winter,0,1,Wkdy 17-18,0,Tuesday,1,Moderate,0.16,0.1515,0.86,0.2239,136,11.0
249,2011-01-11,Winter,0,1,Wkdy 17-18,0,Tuesday,1,Severe,0.16,0.1818,0.93,0.1045,95,11.0
250,2011-01-11,Winter,0,1,Wkdy 19-20,0,Tuesday,1,Severe,0.16,0.2273,0.93,0.0,51,11.0
251,2011-01-11,Winter,0,1,Wkdy 19-20,0,Tuesday,1,Severe,0.16,0.1515,0.93,0.194,32,11.0
252,2011-01-11,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Severe,0.16,0.197,0.86,0.0896,20,11.0
253,2011-01-11,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Severe,0.16,0.1818,0.93,0.1045,29,11.0
254,2011-01-11,Winter,0,1,Wkdy 21-23,0,Tuesday,1,Severe,0.16,0.197,0.93,0.0896,19,11.0
255,2011-01-12,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Moderate,0.16,0.197,0.86,0.0896,7,12.0
256,2011-01-12,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Moderate,0.16,0.1818,0.86,0.1045,6,12.0
257,2011-01-12,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.14,0.1515,0.86,0.1343,1,12.0
258,2011-01-12,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.14,0.1515,0.86,0.1642,5,12.0
259,2011-01-12,Winter,0,1,Wkdy 0-6,0,Wednesday,1,Pleasant,0.12,0.1515,0.93,0.1343,16,12.0
260,2011-01-12,Winter,0,1,Wkdy 7,0,Wednesday,1,Pleasant,0.14,0.1515,0.69,0.1343,54,12.0
261,2011-01-12,Winter,0,1,Wkdy 8,0,Wednesday,1,Pleasant,0.16,0.1667,0.59,0.1642,128,12.0
262,2011-01-12,Winter,0,1,Wkdy 9,0,Wednesday,1,Pleasant,0.16,0.1364,0.59,0.3284,81,12.0
263,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.18,0.1818,0.55,0.2239,39,12.0
264,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.2,0.1818,0.51,0.3881,35,12.0
265,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.2,0.1515,0.47,0.5821,55,12.0
266,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.22,0.197,0.44,0.3582,49,12.0
267,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.2,0.1818,0.47,0.3284,44,12.0
268,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.2,0.1667,0.47,0.4179,49,12.0
269,2011-01-12,Winter,0,1,Wkdy 10-16,0,Wednesday,1,Pleasant,0.22,0.197,0.44,0.3284,68,12.0
270,2011-01-12,Winter,0,1,Wkdy 17-18,0,Wednesday,1,Pleasant,0.2,0.1818,0.47,0.3582,139,12.0
271,2011-01-12,Winter,0,1,Wkdy 17-18,0,Wednesday,1,Pleasant,0.2,0.1515,0.47,0.5224,137,12.0
272,2011-01-12,Winter,0,1,Wkdy 19-20,0,Wednesday,1,Pleasant,0.18,0.1515,0.47,0.4179,83,12.0
273,2011-01-12,Winter,0,1,Wkdy 19-20,0,Wednesday,1,Pleasant,0.16,0.1364,0.5,0.3284,56,12.0
274,2011-01-12,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.16,0.1364,0.55,0.3284,57,12.0
275,2011-01-12,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.16,0.1212,0.55,0.4478,33,12.0
276,2011-01-12,Winter,0,1,Wkdy 21-23,0,Wednesday,1,Pleasant,0.14,0.1061,0.59,0.4179,20,12.0
277,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.59,0.2836,7,13.0
278,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.2836,2,13.0
279,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.3582,2,13.0
280,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.3284,3,13.0
281,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.2537,4,13.0
282,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.2985,3,13.0
283,2011-01-13,Winter,0,1,Wkdy 0-6,0,Thursday,1,Pleasant,0.12,0.1515,0.54,0.1343,28,13.0
284,2011-01-13,Winter,0,1,Wkdy 7,0,Thursday,1,Pleasant,0.12,0.1515,0.54,0.1343,72,13.0
285,2011-01-13,Winter,0,1,Wkdy 8,0,Thursday,1,Pleasant,0.14,0.1364,0.5,0.194,202,13.0
286,2011-01-13,Winter,0,1,Wkdy 9,0,Thursday,1,Pleasant,0.14,0.1212,0.5,0.3284,139,13.0
287,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Moderate,0.16,0.1364,0.5,0.3582,38,13.0
288,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Moderate,0.2,0.1667,0.44,0.4478,37,13.0
289,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.2,0.1667,0.44,0.4179,52,13.0
290,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.22,0.197,0.41,0.4478,83,13.0
291,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.22,0.197,0.41,0.3881,42,13.0
292,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.24,0.2121,0.38,0.2985,60,13.0
293,2011-01-13,Winter,0,1,Wkdy 10-16,0,Thursday,1,Pleasant,0.24,0.2121,0.38,0.3582,78,13.0
294,2011-01-13,Winter,0,1,Wkdy 17-18,0,Thursday,1,Pleasant,0.2,0.1818,0.4,0.2836,162,13.0
295,2011-01-13,Winter,0,1,Wkdy 17-18,0,Thursday,1,Pleasant,0.2,0.1818,0.4,0.3284,144,13.0
296,2011-01-13,Winter,0,1,Wkdy 19-20,0,Thursday,1,Pleasant,0.16,0.1515,0.47,0.2537,99,13.0
297,2011-01-13,Winter,0,1,Wkdy 19-20,0,Thursday,1,Pleasant,0.16,0.1515,0.47,0.2239,64,13.0
298,2011-01-13,Winter,0,1,Wkdy 21-23,0,Thursday,1,Pleasant,0.14,0.1212,0.46,0.2985,40,13.0
299,2011-01-13,Winter,0,1,Wkdy 21-23,0,Thursday,1,Pleasant,0.14,0.1212,0.46,0.3284,30,13.0
300,2011-01-13,Winter,0,1,Wkdy 21-23,0,Thursday,1,Pleasant,0.12,0.1364,0.5,0.194,15,13.0
301,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.12,0.1364,0.5,0.194,14,14.0
302,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.1,0.1212,0.54,0.1642,5,14.0
303,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.1,0.1212,0.54,0.1343,1,14.0
304,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.1,0.1364,0.54,0.1045,1,14.0
305,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.1,0.1364,0.54,0.0896,8,14.0
306,2011-01-14,Winter,0,1,Wkdy 0-6,0,Friday,1,Pleasant,0.1,0.1818,0.54,0.0,17,14.0
